subject,predicate,object,source,paper_id,chunk_id
RNA-Seq,detects,SAMD12-EXT1 fusion transcript,Computational Detection of Known Pathogenic Gene Fusions in a Normal Tissue Database and Implications for Genetic Disease Research (2020)_chunk0077,Computational Detection of Known Pathogenic Gene Fusions in a Normal Tissue Database and Implications for Genetic Disease Research (2020),Computational Detection of Known Pathogenic Gene Fusions in a Normal Tissue Database and Implications for Genetic Disease Research (2020)_chunk0077
SAMD12-EXT1 fusion transcript,is associated with,multiple osteochondromas,Computational Detection of Known Pathogenic Gene Fusions in a Normal Tissue Database and Implications for Genetic Disease Research (2020)_chunk0077,Computational Detection of Known Pathogenic Gene Fusions in a Normal Tissue Database and Implications for Genetic Disease Research (2020),Computational Detection of Known Pathogenic Gene Fusions in a Normal Tissue Database and Implications for Genetic Disease Research (2020)_chunk0077
EXT1 deletion,is associated with,multiple osteochondromas,Computational Detection of Known Pathogenic Gene Fusions in a Normal Tissue Database and Implications for Genetic Disease Research (2020)_chunk0077,Computational Detection of Known Pathogenic Gene Fusions in a Normal Tissue Database and Implications for Genetic Disease Research (2020),Computational Detection of Known Pathogenic Gene Fusions in a Normal Tissue Database and Implications for Genetic Disease Research (2020)_chunk0077
fusion transcript identification,increases,diagnosis of rare inherited disease,Computational Detection of Known Pathogenic Gene Fusions in a Normal Tissue Database and Implications for Genetic Disease Research (2020)_chunk0077,Computational Detection of Known Pathogenic Gene Fusions in a Normal Tissue Database and Implications for Genetic Disease Research (2020),Computational Detection of Known Pathogenic Gene Fusions in a Normal Tissue Database and Implications for Genetic Disease Research (2020)_chunk0077
SLC45A3-ELK4,is a type of,fusion transcript,Computational Detection of Known Pathogenic Gene Fusions in a Normal Tissue Database and Implications for Genetic Disease Research (2020)_chunk0077,Computational Detection of Known Pathogenic Gene Fusions in a Normal Tissue Database and Implications for Genetic Disease Research (2020),Computational Detection of Known Pathogenic Gene Fusions in a Normal Tissue Database and Implications for Genetic Disease Research (2020)_chunk0077
SLC45A3-ELK4 fusion transcript,is associated with,prostate cancer,Computational Detection of Known Pathogenic Gene Fusions in a Normal Tissue Database and Implications for Genetic Disease Research (2020)_chunk0077,Computational Detection of Known Pathogenic Gene Fusions in a Normal Tissue Database and Implications for Genetic Disease Research (2020),Computational Detection of Known Pathogenic Gene Fusions in a Normal Tissue Database and Implications for Genetic Disease Research (2020)_chunk0077
whole-exome sequencing,is used for,diagnosis of mendelian disorders,Computational Detection of Known Pathogenic Gene Fusions in a Normal Tissue Database and Implications for Genetic Disease Research (2020)_chunk0078,Computational Detection of Known Pathogenic Gene Fusions in a Normal Tissue Database and Implications for Genetic Disease Research (2020),Computational Detection of Known Pathogenic Gene Fusions in a Normal Tissue Database and Implications for Genetic Disease Research (2020)_chunk0078
PML-RARA+ acute myeloid leukemia,is associated with,fusion transcripts,Computational Detection of Known Pathogenic Gene Fusions in a Normal Tissue Database and Implications for Genetic Disease Research (2020)_chunk0078,Computational Detection of Known Pathogenic Gene Fusions in a Normal Tissue Database and Implications for Genetic Disease Research (2020),Computational Detection of Known Pathogenic Gene Fusions in a Normal Tissue Database and Implications for Genetic Disease Research (2020)_chunk0078
TMPRSS2-ERG gene fusion,is associated with,prostate cancer,Computational Detection of Known Pathogenic Gene Fusions in a Normal Tissue Database and Implications for Genetic Disease Research (2020)_chunk0078,Computational Detection of Known Pathogenic Gene Fusions in a Normal Tissue Database and Implications for Genetic Disease Research (2020),Computational Detection of Known Pathogenic Gene Fusions in a Normal Tissue Database and Implications for Genetic Disease Research (2020)_chunk0078
score predicting prognosis,uses,quantification of fusion transcripts,Computational Detection of Known Pathogenic Gene Fusions in a Normal Tissue Database and Implications for Genetic Disease Research (2020)_chunk0078,Computational Detection of Known Pathogenic Gene Fusions in a Normal Tissue Database and Implications for Genetic Disease Research (2020),Computational Detection of Known Pathogenic Gene Fusions in a Normal Tissue Database and Implications for Genetic Disease Research (2020)_chunk0078
MicroOrganoSpheres,is a type of,3D tumor models,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0079,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026),Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0079
MicroOrganoSpheres,uses,AI-based imaging analysis,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0079,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026),Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0079
Neoadjuvant chemotherapy,treats,advanced colorectal cancer,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0079,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026),Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0079
MicroOrganoSpheres,predicts,chemotherapy response,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0079,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026),Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0079
AI-based imaging analysis,evaluates,MicroOrganoSpheres response,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0079,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026),Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0079
MicroOrganoSpheres,predicts,response to chemotherapy,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0080,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026),Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0080
MOS chemoprediction assay,recapitulates,patient response,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0080,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026),Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0080
MicroOrganoSpheres,identify,drug-resistant clones,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0080,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026),Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0080
MicroOrganoSpheres,evaluate,intratumor heterogeneity,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0080,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026),Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0080
Standard chemotherapy regimens,treat,colorectal cancer,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0080,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026),Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0080
Neoadjuvant therapy,improves,surgical outcomes,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0080,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026),Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0080
MicroOrganoSphere (MOS),recapitulated,clinical drug response,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0081,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026),Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0081
image-based in vitro drug response assessment,identifies,drug-resistant clones,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0081,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026),Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0081
Patient-derived tumor organoids (PDTOs),predict,clinical responses to chemotherapeutic agents,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0081,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026),Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0081
MicroOrganoSphere (MOS)-based platform,uses,microfluidic droplet encapsulation,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0081,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026),Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0081
MOS generator V4.2,generates,MOS droplets,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0081,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026),Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0081
"5-FU, oxaliplatin, and SN-38",treat,colorectal cancer cells,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0081,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026),Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0081
custom deep neural network model,segments,MOS droplets,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0082,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026),Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0082
EpCAM fluorescence integrals,are calculated for,MOS,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0082,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026),Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0082
in vitro drug sensitivity,is determined by,viability,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0082,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026),Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0082
pIC50 values,are calculated from,dose-response curves,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0082,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026),Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0082
MOS drug response scores,are correlated with,patient-level disease-free survival,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0082,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026),Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0082
MOS screening platform,uses,AI-based imaging analysis pipeline,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0082,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026),Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0082
CRC PDTO MOS model,evaluates,chemotherapy sensitivity,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0083,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026),Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0083
PDTOs,is derived from,thawed tumor material,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0083,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026),Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0083
MOS models,is derived from,liver metastases,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0083,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026),Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0083
whole-exome sequencing,confirms,tumor status,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0083,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026),Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0083
PDTO-derived DNA,encodes,CRC driver mutations,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0083,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026),Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0083
"APC, TP53, and KRAS",is associated with,metastatic CRC samples,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0083,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026),Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0083
tumor status,is confirmed by,CRC driver mutations,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0084,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026),Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0084
APC,is mutated in,colorectal cancer cohort,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0084,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026),Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0084
TP53,is mutated in,colorectal cancer cohort,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0084,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026),Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0084
KRAS,is mutated in,colorectal cancer cohort,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0084,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026),Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0084
MOS precision medicine screening platform,uses,MOSgen device,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0084,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026),Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0084
EpCAM-based fluorescence signal,is used for,tumor cell viability quantification,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0084,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026),Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0084
MSH2 mutation,is associated with,DNA mismatch repair deficiency,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0085,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026),Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0085
MicroOrganoSphere,evaluates,chemotherapy sensitivity,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0085,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026),Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0085
MSH2 mutation,harbors,p.Arg621* pathogenic variant,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0085,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026),Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0085
lesions,contain,shared driver mutations,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0085,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026),Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0085
metastases,undergo,continuous genetic evolution,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0085,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026),Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0085
PDTO models,detects,mutations,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0086,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026),Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0086
MicroOrganoSphere,evaluates,drug response,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0086,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026),Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0086
EpCAM fluorescence intensity,measures,drug-treated condition,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0086,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026),Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0086
FOLFOX regimen,treats,colorectal cancer,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0086,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026),Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0086
FOLFIRI regimen,treats,colorectal cancer,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0086,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026),Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0086
drug response score,evaluates,chemotherapy sensitivity,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0086,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026),Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0086
MicroOrganoSpheres,evaluates,sensitivity,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0087,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026),Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0087
MicroOrganoSpheres,detects,response to oxaliplatin-based regimens,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0087,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026),Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0087
MicroOrganoSpheres,detects,response to irinotecan-based regimens,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0087,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026),Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0087
oxaliplatin-based regimen,treats,advanced colorectal cancer,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0087,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026),Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0087
irinotecan-based regimen,treats,advanced colorectal cancer,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0087,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026),Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0087
MOS models,uses,FOLFOX,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0088,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026),Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0088
MOS models,evaluates,chemotherapy response,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0088,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026),Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0088
MOS drug response score,predicts,treatment response,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0088,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026),Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0088
primary tumor,is part of,colorectal cancer lesions,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0088,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026),Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0088
liver metastases,is part of,colorectal cancer lesions,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0088,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026),Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0088
lymph node metastasis,is part of,colorectal cancer lesions,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0088,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026),Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0088
MOS drug response score,is associated with,clinical response,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0089,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026),Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0089
in vitro MOS response,recapitulates,lesion-specific clinical response,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0089,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026),Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0089
MOS-based in vitro response,identifies,chemoresistance,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0089,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026),Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0089
ROC analysis,evaluates,MOS assay accuracy,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0089,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026),Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0089
MOS assay,detects,responders and nonresponders,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0089,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026),Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0089
